,survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age2,sex2,famaily,family
276,0,3,female,45.0,0,0,7.75,S,Third,woman,False,C,Southampton,no,True,4,2,1,1
277,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
278,0,3,male,7.0,4,1,29.125,Q,Third,child,False,C,Queenstown,no,False,0,1,6,6
279,1,3,female,35.0,1,1,20.25,S,Third,woman,False,C,Southampton,yes,False,3,2,3,3
280,0,3,male,65.0,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,6,1,1,1
281,0,3,male,28.0,0,0,7.8542,S,Third,man,True,C,Southampton,no,True,2,1,1,1
282,0,3,male,16.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,1,1,1,1
283,1,3,male,19.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,1,1,1,1
284,0,1,male,29.69911764705882,0,0,26.0,S,First,man,True,A,Southampton,no,True,2,1,1,1
285,0,3,male,33.0,0,0,8.6625,C,Third,man,True,C,Cherbourg,no,True,3,1,1,1
286,1,3,male,30.0,0,0,9.5,S,Third,man,True,C,Southampton,yes,True,3,1,1,1
287,0,3,male,22.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
288,1,2,male,42.0,0,0,13.0,S,Second,man,True,C,Southampton,yes,True,4,1,1,1
289,1,3,female,22.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,2,2,1,1
290,1,1,female,26.0,0,0,78.85,S,First,woman,False,C,Southampton,yes,True,2,2,1,1
291,1,1,female,19.0,1,0,91.0792,C,First,woman,False,B,Cherbourg,yes,False,1,2,2,2
292,0,2,male,36.0,0,0,12.875,C,Second,man,True,D,Cherbourg,no,True,3,1,1,1
293,0,3,female,24.0,0,0,8.85,S,Third,woman,False,C,Southampton,no,True,2,2,1,1
294,0,3,male,24.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
295,0,1,male,29.69911764705882,0,0,27.7208,C,First,man,True,C,Cherbourg,no,True,2,1,1,1
296,0,3,male,23.5,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
297,0,1,female,2.0,1,2,151.55,S,First,child,False,C,Southampton,no,False,0,2,4,4
298,1,1,male,29.69911764705882,0,0,30.5,S,First,man,True,C,Southampton,yes,True,2,1,1,1
299,1,1,female,50.0,0,1,247.5208,C,First,woman,False,B,Cherbourg,yes,False,5,2,2,2
300,1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,2,2,1,1
301,1,3,male,29.69911764705882,2,0,23.25,Q,Third,man,True,C,Queenstown,yes,False,2,1,3,3
302,0,3,male,19.0,0,0,0.0,S,Third,man,True,C,Southampton,no,True,1,1,1,1
303,1,2,female,29.69911764705882,0,0,12.35,Q,Second,woman,False,E,Queenstown,yes,True,2,2,1,1
304,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
305,1,1,male,0.92,1,2,151.55,S,First,child,False,C,Southampton,yes,False,0,1,4,4
306,1,1,female,29.69911764705882,0,0,110.8833,C,First,woman,False,C,Cherbourg,yes,True,2,2,1,1
307,1,1,female,17.0,1,0,108.9,C,First,woman,False,C,Cherbourg,yes,False,1,2,2,2
308,0,2,male,30.0,1,0,24.0,C,Second,man,True,C,Cherbourg,no,False,3,1,2,2
309,1,1,female,30.0,0,0,56.9292,C,First,woman,False,E,Cherbourg,yes,True,3,2,1,1
310,1,1,female,24.0,0,0,83.1583,C,First,woman,False,C,Cherbourg,yes,True,2,2,1,1
311,1,1,female,18.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,1,2,5,5
312,0,2,female,26.0,1,1,26.0,S,Second,woman,False,C,Southampton,no,False,2,2,3,3
313,0,3,male,28.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
314,0,2,male,43.0,1,1,26.25,S,Second,man,True,C,Southampton,no,False,4,1,3,3
315,1,3,female,26.0,0,0,7.8542,S,Third,woman,False,C,Southampton,yes,True,2,2,1,1
316,1,2,female,24.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,2,2,2
317,0,2,male,54.0,0,0,14.0,S,Second,man,True,C,Southampton,no,True,5,1,1,1
318,1,1,female,31.0,0,2,164.8667,S,First,woman,False,C,Southampton,yes,False,3,2,3,3
319,1,1,female,40.0,1,1,134.5,C,First,woman,False,E,Cherbourg,yes,False,4,2,3,3
320,0,3,male,22.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,2,1,1,1
321,0,3,male,27.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
322,1,2,female,30.0,0,0,12.35,Q,Second,woman,False,C,Queenstown,yes,True,3,2,1,1
323,1,2,female,22.0,1,1,29.0,S,Second,woman,False,C,Southampton,yes,False,2,2,3,3
324,0,3,male,29.69911764705882,8,2,69.55,S,Third,man,True,C,Southampton,no,False,2,1,11,11
325,1,1,female,36.0,0,0,135.6333,C,First,woman,False,C,Cherbourg,yes,True,3,2,1,1
326,0,3,male,61.0,0,0,6.2375,S,Third,man,True,C,Southampton,no,True,6,1,1,1
327,1,2,female,36.0,0,0,13.0,S,Second,woman,False,D,Southampton,yes,True,3,2,1,1
328,1,3,female,31.0,1,1,20.525,S,Third,woman,False,C,Southampton,yes,False,3,2,3,3
329,1,1,female,16.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,1,2,2,2
330,1,3,female,29.69911764705882,2,0,23.25,Q,Third,woman,False,C,Queenstown,yes,False,2,2,3,3
331,0,1,male,45.5,0,0,28.5,S,First,man,True,C,Southampton,no,True,4,1,1,1
332,0,1,male,38.0,0,1,153.4625,S,First,man,True,C,Southampton,no,False,3,1,2,2
333,0,3,male,16.0,2,0,18.0,S,Third,man,True,C,Southampton,no,False,1,1,3,3
334,1,1,female,29.69911764705882,1,0,133.65,S,First,woman,False,C,Southampton,yes,False,2,2,2,2
335,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
336,0,1,male,29.0,1,0,66.6,S,First,man,True,C,Southampton,no,False,2,1,2,2
337,1,1,female,41.0,0,0,134.5,C,First,woman,False,E,Cherbourg,yes,True,4,2,1,1
338,1,3,male,45.0,0,0,8.05,S,Third,man,True,C,Southampton,yes,True,4,1,1,1
339,0,1,male,45.0,0,0,35.5,S,First,man,True,C,Southampton,no,True,4,1,1,1
340,1,2,male,2.0,1,1,26.0,S,Second,child,False,F,Southampton,yes,False,0,1,3,3
341,1,1,female,24.0,3,2,263.0,S,First,woman,False,C,Southampton,yes,False,2,2,6,6
342,0,2,male,28.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
343,0,2,male,25.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
344,0,2,male,36.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,3,1,1,1
345,1,2,female,24.0,0,0,13.0,S,Second,woman,False,F,Southampton,yes,True,2,2,1,1
346,1,2,female,40.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,4,2,1,1
347,1,3,female,29.69911764705882,1,0,16.1,S,Third,woman,False,C,Southampton,yes,False,2,2,2,2
348,1,3,male,3.0,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,0,1,3,3
349,0,3,male,42.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,4,1,1,1
350,0,3,male,23.0,0,0,9.225,S,Third,man,True,C,Southampton,no,True,2,1,1,1
351,0,1,male,29.69911764705882,0,0,35.0,S,First,man,True,C,Southampton,no,True,2,1,1,1
352,0,3,male,15.0,1,1,7.2292,C,Third,child,False,C,Cherbourg,no,False,1,1,3,3
353,0,3,male,25.0,1,0,17.8,S,Third,man,True,C,Southampton,no,False,2,1,2,2
354,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
355,0,3,male,28.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,2,1,1,1
356,1,1,female,22.0,0,1,55.0,S,First,woman,False,E,Southampton,yes,False,2,2,2,2
357,0,2,female,38.0,0,0,13.0,S,Second,woman,False,C,Southampton,no,True,3,2,1,1
358,1,3,female,29.69911764705882,0,0,7.8792,Q,Third,woman,False,C,Queenstown,yes,True,2,2,1,1
359,1,3,female,29.69911764705882,0,0,7.8792,Q,Third,woman,False,C,Queenstown,yes,True,2,2,1,1
360,0,3,male,40.0,1,4,27.9,S,Third,man,True,C,Southampton,no,False,4,1,6,6
361,0,2,male,29.0,1,0,27.7208,C,Second,man,True,C,Cherbourg,no,False,2,1,2,2
362,0,3,female,45.0,0,1,14.4542,C,Third,woman,False,C,Cherbourg,no,False,4,2,2,2
363,0,3,male,35.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,3,1,1,1
364,0,3,male,29.69911764705882,1,0,15.5,Q,Third,man,True,C,Queenstown,no,False,2,1,2,2
365,0,3,male,30.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,3,1,1,1
366,1,1,female,60.0,1,0,75.25,C,First,woman,False,D,Cherbourg,yes,False,6,2,2,2
367,1,3,female,29.69911764705882,0,0,7.2292,C,Third,woman,False,C,Cherbourg,yes,True,2,2,1,1
368,1,3,female,29.69911764705882,0,0,7.75,Q,Third,woman,False,C,Queenstown,yes,True,2,2,1,1
369,1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,2,2,1,1
370,1,1,male,25.0,1,0,55.4417,C,First,man,True,E,Cherbourg,yes,False,2,1,2,2
371,0,3,male,18.0,1,0,6.4958,S,Third,man,True,C,Southampton,no,False,1,1,2,2
372,0,3,male,19.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,1,1,1,1
373,0,1,male,22.0,0,0,135.6333,C,First,man,True,C,Cherbourg,no,True,2,1,1,1
374,0,3,female,3.0,3,1,21.075,S,Third,child,False,C,Southampton,no,False,0,2,5,5
375,1,1,female,29.69911764705882,1,0,82.1708,C,First,woman,False,C,Cherbourg,yes,False,2,2,2,2
376,1,3,female,22.0,0,0,7.25,S,Third,woman,False,C,Southampton,yes,True,2,2,1,1
377,0,1,male,27.0,0,2,211.5,C,First,man,True,C,Cherbourg,no,False,2,1,3,3
378,0,3,male,20.0,0,0,4.0125,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
379,0,3,male,19.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,1,1,1,1
380,1,1,female,42.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,4,2,1,1
381,1,3,female,1.0,0,2,15.7417,C,Third,child,False,C,Cherbourg,yes,False,0,2,3,3
382,0,3,male,32.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,3,1,1,1
383,1,1,female,35.0,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,3,2,2,2
384,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
385,0,2,male,18.0,0,0,73.5,S,Second,man,True,C,Southampton,no,True,1,1,1,1
386,0,3,male,1.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,0,1,8,8
387,1,2,female,36.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,3,2,1,1
388,0,3,male,29.69911764705882,0,0,7.7292,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
389,1,2,female,17.0,0,0,12.0,C,Second,woman,False,C,Cherbourg,yes,True,1,2,1,1
390,1,1,male,36.0,1,2,120.0,S,First,man,True,B,Southampton,yes,False,3,1,4,4
391,1,3,male,21.0,0,0,7.7958,S,Third,man,True,C,Southampton,yes,True,2,1,1,1
392,0,3,male,28.0,2,0,7.925,S,Third,man,True,C,Southampton,no,False,2,1,3,3
393,1,1,female,23.0,1,0,113.275,C,First,woman,False,D,Cherbourg,yes,False,2,2,2,2
394,1,3,female,24.0,0,2,16.7,S,Third,woman,False,G,Southampton,yes,False,2,2,3,3
395,0,3,male,22.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
396,0,3,female,31.0,0,0,7.8542,S,Third,woman,False,C,Southampton,no,True,3,2,1,1
397,0,2,male,46.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,4,1,1,1
398,0,2,male,23.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,2,1,1,1
399,1,2,female,28.0,0,0,12.65,S,Second,woman,False,C,Southampton,yes,True,2,2,1,1
400,1,3,male,39.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,3,1,1,1
401,0,3,male,26.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
402,0,3,female,21.0,1,0,9.825,S,Third,woman,False,C,Southampton,no,False,2,2,2,2
403,0,3,male,28.0,1,0,15.85,S,Third,man,True,C,Southampton,no,False,2,1,2,2
404,0,3,female,20.0,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,2,2,1,1
405,0,2,male,34.0,1,0,21.0,S,Second,man,True,C,Southampton,no,False,3,1,2,2
406,0,3,male,51.0,0,0,7.75,S,Third,man,True,C,Southampton,no,True,5,1,1,1
407,1,2,male,3.0,1,1,18.75,S,Second,child,False,C,Southampton,yes,False,0,1,3,3
408,0,3,male,21.0,0,0,7.775,S,Third,man,True,C,Southampton,no,True,2,1,1,1
409,0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,2,2,5,5
410,0,3,male,29.69911764705882,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
411,0,3,male,29.69911764705882,0,0,6.8583,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
412,1,1,female,33.0,1,0,90.0,Q,First,woman,False,C,Queenstown,yes,False,3,2,2,2
413,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
414,1,3,male,44.0,0,0,7.925,S,Third,man,True,C,Southampton,yes,True,4,1,1,1
415,0,3,female,29.69911764705882,0,0,8.05,S,Third,woman,False,C,Southampton,no,True,2,2,1,1
416,1,2,female,34.0,1,1,32.5,S,Second,woman,False,C,Southampton,yes,False,3,2,3,3
417,1,2,female,18.0,0,2,13.0,S,Second,woman,False,C,Southampton,yes,False,1,2,3,3
418,0,2,male,30.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,3,1,1,1
419,0,3,female,10.0,0,2,24.15,S,Third,child,False,C,Southampton,no,False,1,2,3,3
420,0,3,male,29.69911764705882,0,0,7.8958,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
421,0,3,male,21.0,0,0,7.7333,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
422,0,3,male,29.0,0,0,7.875,S,Third,man,True,C,Southampton,no,True,2,1,1,1
423,0,3,female,28.0,1,1,14.4,S,Third,woman,False,C,Southampton,no,False,2,2,3,3
424,0,3,male,18.0,1,1,20.2125,S,Third,man,True,C,Southampton,no,False,1,1,3,3
425,0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,C,Southampton,no,True,2,1,1,1
426,1,2,female,28.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,2,2,2,2
427,1,2,female,19.0,0,0,26.0,S,Second,woman,False,C,Southampton,yes,True,1,2,1,1
428,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
429,1,3,male,32.0,0,0,8.05,S,Third,man,True,E,Southampton,yes,True,3,1,1,1
430,1,1,male,28.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,2,1,1,1
431,1,3,female,29.69911764705882,1,0,16.1,S,Third,woman,False,C,Southampton,yes,False,2,2,2,2
432,1,2,female,42.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,4,2,2,2
433,0,3,male,17.0,0,0,7.125,S,Third,man,True,C,Southampton,no,True,1,1,1,1
434,0,1,male,50.0,1,0,55.9,S,First,man,True,E,Southampton,no,False,5,1,2,2
435,1,1,female,14.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,1,2,4,4
436,0,3,female,21.0,2,2,34.375,S,Third,woman,False,C,Southampton,no,False,2,2,5,5
437,1,2,female,24.0,2,3,18.75,S,Second,woman,False,C,Southampton,yes,False,2,2,6,6
438,0,1,male,64.0,1,4,263.0,S,First,man,True,C,Southampton,no,False,6,1,6,6
439,0,2,male,31.0,0,0,10.5,S,Second,man,True,C,Southampton,no,True,3,1,1,1
440,1,2,female,45.0,1,1,26.25,S,Second,woman,False,C,Southampton,yes,False,4,2,3,3
441,0,3,male,20.0,0,0,9.5,S,Third,man,True,C,Southampton,no,True,2,1,1,1
442,0,3,male,25.0,1,0,7.775,S,Third,man,True,C,Southampton,no,False,2,1,2,2
443,1,2,female,28.0,0,0,13.0,S,Second,woman,False,C,Southampton,yes,True,2,2,1,1
444,1,3,male,29.69911764705882,0,0,8.1125,S,Third,man,True,C,Southampton,yes,True,2,1,1,1
445,1,1,male,4.0,0,2,81.8583,S,First,child,False,A,Southampton,yes,False,0,1,3,3
446,1,2,female,13.0,0,1,19.5,S,Second,child,False,C,Southampton,yes,False,1,2,2,2
447,1,1,male,34.0,0,0,26.55,S,First,man,True,C,Southampton,yes,True,3,1,1,1
448,1,3,female,5.0,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,0,2,4,4
449,1,1,male,52.0,0,0,30.5,S,First,man,True,C,Southampton,yes,True,5,1,1,1
450,0,2,male,36.0,1,2,27.75,S,Second,man,True,C,Southampton,no,False,3,1,4,4
451,0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,2,1,2,2
452,0,1,male,30.0,0,0,27.75,C,First,man,True,C,Cherbourg,no,True,3,1,1,1
453,1,1,male,49.0,1,0,89.1042,C,First,man,True,C,Cherbourg,yes,False,4,1,2,2
454,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
455,1,3,male,29.0,0,0,7.8958,C,Third,man,True,C,Cherbourg,yes,True,2,1,1,1
456,0,1,male,65.0,0,0,26.55,S,First,man,True,E,Southampton,no,True,6,1,1,1
457,1,1,female,29.69911764705882,1,0,51.8625,S,First,woman,False,D,Southampton,yes,False,2,2,2,2
458,1,2,female,50.0,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,5,2,1,1
459,0,3,male,29.69911764705882,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
460,1,1,male,48.0,0,0,26.55,S,First,man,True,E,Southampton,yes,True,4,1,1,1
461,0,3,male,34.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3,1,1,1
462,0,1,male,47.0,0,0,38.5,S,First,man,True,E,Southampton,no,True,4,1,1,1
463,0,2,male,48.0,0,0,13.0,S,Second,man,True,C,Southampton,no,True,4,1,1,1
464,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
465,0,3,male,38.0,0,0,7.05,S,Third,man,True,C,Southampton,no,True,3,1,1,1
466,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
467,0,1,male,56.0,0,0,26.55,S,First,man,True,C,Southampton,no,True,5,1,1,1
468,0,3,male,29.69911764705882,0,0,7.725,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
469,1,3,female,0.75,2,1,19.2583,C,Third,child,False,C,Cherbourg,yes,False,0,2,4,4
470,0,3,male,29.69911764705882,0,0,7.25,S,Third,man,True,C,Southampton,no,True,2,1,1,1
471,0,3,male,38.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,3,1,1,1
472,1,2,female,33.0,1,2,27.75,S,Second,woman,False,C,Southampton,yes,False,3,2,4,4
473,1,2,female,23.0,0,0,13.7917,C,Second,woman,False,D,Cherbourg,yes,True,2,2,1,1
474,0,3,female,22.0,0,0,9.8375,S,Third,woman,False,C,Southampton,no,True,2,2,1,1
475,0,1,male,29.69911764705882,0,0,52.0,S,First,man,True,A,Southampton,no,True,2,1,1,1
476,0,2,male,34.0,1,0,21.0,S,Second,man,True,C,Southampton,no,False,3,1,2,2
477,0,3,male,29.0,1,0,7.0458,S,Third,man,True,C,Southampton,no,False,2,1,2,2
478,0,3,male,22.0,0,0,7.5208,S,Third,man,True,C,Southampton,no,True,2,1,1,1
479,1,3,female,2.0,0,1,12.2875,S,Third,child,False,C,Southampton,yes,False,0,2,2,2
480,0,3,male,9.0,5,2,46.9,S,Third,child,False,C,Southampton,no,False,0,1,8,8
481,0,2,male,29.69911764705882,0,0,0.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
482,0,3,male,50.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,5,1,1,1
483,1,3,female,63.0,0,0,9.5875,S,Third,woman,False,C,Southampton,yes,True,6,2,1,1
484,1,1,male,25.0,1,0,91.0792,C,First,man,True,B,Cherbourg,yes,False,2,1,2,2
485,0,3,female,29.69911764705882,3,1,25.4667,S,Third,woman,False,C,Southampton,no,False,2,2,5,5
486,1,1,female,35.0,1,0,90.0,S,First,woman,False,C,Southampton,yes,False,3,2,2,2
487,0,1,male,58.0,0,0,29.7,C,First,man,True,B,Cherbourg,no,True,5,1,1,1
488,0,3,male,30.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,3,1,1,1
489,1,3,male,9.0,1,1,15.9,S,Third,child,False,C,Southampton,yes,False,0,1,3,3
490,0,3,male,29.69911764705882,1,0,19.9667,S,Third,man,True,C,Southampton,no,False,2,1,2,2
491,0,3,male,21.0,0,0,7.25,S,Third,man,True,C,Southampton,no,True,2,1,1,1
492,0,1,male,55.0,0,0,30.5,S,First,man,True,C,Southampton,no,True,5,1,1,1
493,0,1,male,71.0,0,0,49.5042,C,First,man,True,C,Cherbourg,no,True,7,1,1,1
494,0,3,male,21.0,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
495,0,3,male,29.69911764705882,0,0,14.4583,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
496,1,1,female,54.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,5,2,2,2
497,0,3,male,29.69911764705882,0,0,15.1,S,Third,man,True,C,Southampton,no,True,2,1,1,1
498,0,1,female,25.0,1,2,151.55,S,First,woman,False,C,Southampton,no,False,2,2,4,4
499,0,3,male,24.0,0,0,7.7958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
500,0,3,male,17.0,0,0,8.6625,S,Third,man,True,C,Southampton,no,True,1,1,1,1
501,0,3,female,21.0,0,0,7.75,Q,Third,woman,False,C,Queenstown,no,True,2,2,1,1
502,0,3,female,29.69911764705882,0,0,7.6292,Q,Third,woman,False,C,Queenstown,no,True,2,2,1,1
503,0,3,female,37.0,0,0,9.5875,S,Third,woman,False,C,Southampton,no,True,3,2,1,1
504,1,1,female,16.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,1,2,1,1
505,0,1,male,18.0,1,0,108.9,C,First,man,True,C,Cherbourg,no,False,1,1,2,2
506,1,2,female,33.0,0,2,26.0,S,Second,woman,False,C,Southampton,yes,False,3,2,3,3
507,1,1,male,29.69911764705882,0,0,26.55,S,First,man,True,C,Southampton,yes,True,2,1,1,1
508,0,3,male,28.0,0,0,22.525,S,Third,man,True,C,Southampton,no,True,2,1,1,1
509,1,3,male,26.0,0,0,56.4958,S,Third,man,True,C,Southampton,yes,True,2,1,1,1
510,1,3,male,29.0,0,0,7.75,Q,Third,man,True,C,Queenstown,yes,True,2,1,1,1
511,0,3,male,29.69911764705882,0,0,8.05,S,Third,man,True,C,Southampton,no,True,2,1,1,1
512,1,1,male,36.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,3,1,1,1
513,1,1,female,54.0,1,0,59.4,C,First,woman,False,C,Cherbourg,yes,False,5,2,2,2
514,0,3,male,24.0,0,0,7.4958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
515,0,1,male,47.0,0,0,34.0208,S,First,man,True,D,Southampton,no,True,4,1,1,1
516,1,2,female,34.0,0,0,10.5,S,Second,woman,False,F,Southampton,yes,True,3,2,1,1
517,0,3,male,29.69911764705882,0,0,24.15,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
518,1,2,female,36.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,3,2,2,2
519,0,3,male,32.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,3,1,1,1
520,1,1,female,30.0,0,0,93.5,S,First,woman,False,B,Southampton,yes,True,3,2,1,1
521,0,3,male,22.0,0,0,7.8958,S,Third,man,True,C,Southampton,no,True,2,1,1,1
522,0,3,male,29.69911764705882,0,0,7.225,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
523,1,1,female,44.0,0,1,57.9792,C,First,woman,False,B,Cherbourg,yes,False,4,2,2,2
524,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
525,0,3,male,40.5,0,0,7.75,Q,Third,man,True,C,Queenstown,no,True,4,1,1,1
526,1,2,female,50.0,0,0,10.5,S,Second,woman,False,C,Southampton,yes,True,5,2,1,1
527,0,1,male,29.69911764705882,0,0,221.7792,S,First,man,True,C,Southampton,no,True,2,1,1,1
528,0,3,male,39.0,0,0,7.925,S,Third,man,True,C,Southampton,no,True,3,1,1,1
529,0,2,male,23.0,2,1,11.5,S,Second,man,True,C,Southampton,no,False,2,1,4,4
530,1,2,female,2.0,1,1,26.0,S,Second,child,False,C,Southampton,yes,False,0,2,3,3
531,0,3,male,29.69911764705882,0,0,7.2292,C,Third,man,True,C,Cherbourg,no,True,2,1,1,1
532,0,3,male,17.0,1,1,7.2292,C,Third,man,True,C,Cherbourg,no,False,1,1,3,3
533,1,3,female,29.69911764705882,0,2,22.3583,C,Third,woman,False,C,Cherbourg,yes,False,2,2,3,3
534,0,3,female,30.0,0,0,8.6625,S,Third,woman,False,C,Southampton,no,True,3,2,1,1
535,1,2,female,7.0,0,2,26.25,S,Second,child,False,C,Southampton,yes,False,0,2,3,3
536,0,1,male,45.0,0,0,26.55,S,First,man,True,B,Southampton,no,True,4,1,1,1
537,1,1,female,30.0,0,0,106.425,C,First,woman,False,C,Cherbourg,yes,True,3,2,1,1
538,0,3,male,29.69911764705882,0,0,14.5,S,Third,man,True,C,Southampton,no,True,2,1,1,1
539,1,1,female,22.0,0,2,49.5,C,First,woman,False,B,Cherbourg,yes,False,2,2,3,3
540,1,1,female,36.0,0,2,71.0,S,First,woman,False,B,Southampton,yes,False,3,2,3,3
541,0,3,female,9.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,0,2,7,7
542,0,3,female,11.0,4,2,31.275,S,Third,child,False,C,Southampton,no,False,1,2,7,7
543,1,2,male,32.0,1,0,26.0,S,Second,man,True,C,Southampton,yes,False,3,1,2,2
544,0,1,male,50.0,1,0,106.425,C,First,man,True,C,Cherbourg,no,False,5,1,2,2
545,0,1,male,64.0,0,0,26.0,S,First,man,True,C,Southampton,no,True,6,1,1,1
546,1,2,female,19.0,1,0,26.0,S,Second,woman,False,C,Southampton,yes,False,1,2,2,2
547,1,2,male,29.69911764705882,0,0,13.8625,C,Second,man,True,C,Cherbourg,yes,True,2,1,1,1
548,0,3,male,33.0,1,1,20.525,S,Third,man,True,C,Southampton,no,False,3,1,3,3
549,1,2,male,8.0,1,1,36.75,S,Second,child,False,C,Southampton,yes,False,0,1,3,3
550,1,1,male,17.0,0,2,110.8833,C,First,man,True,C,Cherbourg,yes,False,1,1,3,3
551,0,2,male,27.0,0,0,26.0,S,Second,man,True,C,Southampton,no,True,2,1,1,1
552,0,3,male,29.69911764705882,0,0,7.8292,Q,Third,man,True,C,Queenstown,no,True,2,1,1,1
